"YEAR","GEOID","NAME","tot_pov_stat_det","tot_below_pov","tot_above_pov"
1980,25025100400,"Census Tract 1004",4966,918,4048
1980,25025100500,"Census Tract 1005",5417,1395,4022
1980,25025100601,"Census Tract 1006.01",5346,474,4872
1980,25025100603,"Census Tract 1006.03",1955,293,1662
1980,25025100700,"Census Tract 1007",4892,248,4644
1980,25025100800,"Census Tract 1008",5381,535,4846
1980,25025100900,"Census Tract 1009",3887,338,3549
1980,25025101001,"Census Tract 1010.01",5592,641,4951
1980,25025101002,"Census Tract 1010.02",5402,949,4453
1980,25025101101,"Census Tract 1011.01",3011,357,2654
1980,25025101102,"Census Tract 1011.02",4183,1490,2693
1980,25025110104,"Census Tract 1101.04",1764,269,1495
1980,25025110105,"Census Tract 1101.05",1990,309,1681
1980,25025110106,"Census Tract 1101.06",1159,180,979
1980,25025110201,"Census Tract 1102.01",1637,235,1402
1980,25025110301,"Census Tract 1103.01",2253,202,2051
1980,25025110401,"Census Tract 1104.01",3200,601,2599
1980,25025110403,"Census Tract 1104.03",4230,311,3919
1980,25025110501,"Census Tract 1105.01",3865,222,3643
1980,25025110502,"Census Tract 1105.02",3969,485,3484
1980,25025110601,"Census Tract 1106.01",2490,82,2408
1980,25025110607,"Census Tract 1106.07",5464,533,4931
1980,25025120103,"Census Tract 1201.03",1489,175,1314
1980,25025120104,"Census Tract 1201.04",2226,261,1965
1980,25025120105,"Census Tract 1201.05",2400,282,2118
1980,25025120201,"Census Tract 1202.01",3319,577,2742
1980,25025120301,"Census Tract 1203.01",4786,1420,3366
1980,25025120400,"Census Tract 1204",5437,890,4547
1980,25025120500,"Census Tract 1205",2179,784,1395
1980,25025120600,"Census Tract 1206",2581,375,2206
1980,25025120700,"Census Tract 1207",2023,581,1442
1980,25025130101,"Census Tract 1301.01",6240,285,5955
1980,25025130200,"Census Tract 1302",5085,175,4910
1980,25025130300,"Census Tract 1303",5043,172,4871
1980,25025130402,"Census Tract 1304.02",5400,203,5197
1980,25025130404,"Census Tract 1304.04",2417,238,2179
1980,25025130406,"Census Tract 1304.06",4119,406,3713
1980,25025140102,"Census Tract 1401.02",4158,120,4038
1980,25025140105,"Census Tract 1401.05",3350,487,2863
1980,25025140106,"Census Tract 1401.06",2165,315,1850
1980,25025140107,"Census Tract 1401.07",2467,359,2108
1980,25025140201,"Census Tract 1402.01",2139,160,1979
1980,25025140202,"Census Tract 1402.02",5638,421,5217
1980,25025140300,"Census Tract 1403",4973,477,4496
1980,25025140400,"Census Tract 1404",7271,855,6416
1980,25025980300,"Census Tract 9803",,,
1980,25025980700,"Census Tract 9807",,,
1980,25025980900,"Census Tract 9809",,,
1980,25025981000,"Census Tract 9810",,,
1980,25025981100,"Census Tract 9811",,,
1980,25025981201,"Census Tract 9812.01",,,
1980,25025981202,"Census Tract 9812.02",,,
1980,25025981300,"Census Tract 9813",,,
1980,25025981501,"Census Tract 9815.01",,,
1980,25025981502,"Census Tract 9815.02",,,
1980,25025981600,"Census Tract 9816",,,
1980,25025981700,"Census Tract 9817",,,
1980,25025981800,"Census Tract 9818",,,
1980,25025981900,"Census Tract 9819",,,
1990,25025000101,"Census Tract 1.01",1768,128,1640
1990,25025000102,"Census Tract 1.02",2073,150,1923
1990,25025000201,"Census Tract 2.01",3689,363,3326
1990,25025000202,"Census Tract 2.02",3858,555,3303
1990,25025000301,"Census Tract 3.01",2969,260,2709
1990,25025000302,"Census Tract 3.02",2941,257,2684
1990,25025000401,"Census Tract 4.01",5589,1238,4351
1990,25025000402,"Census Tract 4.02",3046,435,2611
1990,25025000502,"Census Tract 5.02",4561,1137,3424
1990,25025000503,"Census Tract 5.03",2347,492,1855
1990,25025000505,"Census Tract 5.05",2060,432,1628
1990,25025000506,"Census Tract 5.06",2748,576,2172
1990,25025000601,"Census Tract 6.01",3398,431,2967
1990,25025000603,"Census Tract 6.03",1695,429,1266
1990,25025000604,"Census Tract 6.04",2768,701,2067
1990,25025000701,"Census Tract 7.01",4522,1363,3159
1990,25025000703,"Census Tract 7.03",2462,799,1663
1990,25025000704,"Census Tract 7.04",4978,1616,3362
1990,25025000804,"Census Tract 8.04",3226,735,2491
1990,25025000805,"Census Tract 8.05",3864,879,2985
1990,25025000806,"Census Tract 8.06",794,168,626
1990,25025000807,"Census Tract 8.07",727,154,573
1990,25025010103,"Census Tract 101.03",744,428,316
1990,25025010104,"Census Tract 101.04",2734,796,1938
1990,25025010204,"Census Tract 102.04",2725,958,1767
1990,25025010205,"Census Tract 102.05",2118,745,1373
1990,25025010206,"Census Tract 102.06",1567,551,1016
1990,25025010300,"Census Tract 103",1066,349,717
1990,25025010403,"Census Tract 104.03",2816,1067,1749
1990,25025010404,"Census Tract 104.04",3690,1398,2292
1990,25025010405,"Census Tract 104.05",2094,817,1277
1990,25025010408,"Census Tract 104.08",1219,429,790
1990,25025010500,"Census Tract 105",2393,485,1908
1990,25025010600,"Census Tract 106",1969,202,1767
1990,25025010701,"Census Tract 107.01",2406,260,2146
1990,25025010702,"Census Tract 107.02",2310,249,2061
1990,25025010801,"Census Tract 108.01",2758,337,2421
1990,25025010802,"Census Tract 108.02",2876,352,2524
1990,25025020101,"Census Tract 201.01",4489,319,4170
1990,25025020200,"Census Tract 202",3386,446,2940
1990,25025020301,"Census Tract 203.01",1852,232,1620
1990,25025020302,"Census Tract 203.02",1164,146,1018
1990,25025020304,"Census Tract 203.04",107,13,94
1990,25025020305,"Census Tract 203.05",1424,178,1246
1990,25025030100,"Census Tract 301",1954,187,1767
1990,25025030200,"Census Tract 302",1592,255,1337
1990,25025030301,"Census Tract 303.01",1144,148,996
1990,25025030302,"Census Tract 303.02",1162,151,1011
1990,25025030400,"Census Tract 304",3522,389,3133
1990,25025030500,"Census Tract 305",2050,235,1815
1990,25025040100,"Census Tract 401",1851,111,1740
1990,25025040200,"Census Tract 402",1486,361,1125
1990,25025040300,"Census Tract 403",4041,529,3512
1990,25025040401,"Census Tract 404.01",2114,189,1925
1990,25025040600,"Census Tract 406",2143,81,2062
1990,25025040801,"Census Tract 408.01",2893,567,2326
1990,25025050101,"Census Tract 501.01",4049,1008,3041
1990,25025050200,"Census Tract 502",3992,744,3248
1990,25025050300,"Census Tract 503",1849,802,1047
1990,25025050400,"Census Tract 504",1986,360,1626
1990,25025050500,"Census Tract 505",1616,160,1456
1990,25025050600,"Census Tract 506",1656,344,1312
1990,25025050700,"Census Tract 507",3054,684,2370
1990,25025050901,"Census Tract 509.01",3167,520,2647
1990,25025051000,"Census Tract 510",3940,649,3291
1990,25025051101,"Census Tract 511.01",5021,739,4282
1990,25025051200,"Census Tract 512",2356,303,2053
1990,25025060101,"Census Tract 601.01",3081,257,2824
1990,25025060200,"Census Tract 602",2179,141,2038
1990,25025060301,"Census Tract 603.01",3206,205,3001
1990,25025060400,"Census Tract 604",4695,318,4377
1990,25025060501,"Census Tract 605.01",3541,578,2963
1990,25025060601,"Census Tract 606.01",810,162,648
1990,25025060602,"Census Tract 606.02",56,11,45
1990,25025060603,"Census Tract 606.03",36,7,29
1990,25025060604,"Census Tract 606.04",116,23,93
1990,25025060700,"Census Tract 607",1326,566,760
1990,25025060800,"Census Tract 608",3212,521,2691
1990,25025061000,"Census Tract 610",2684,1142,1542
1990,25025061101,"Census Tract 611.01",1964,702,1262
1990,25025061201,"Census Tract 612.01",1461,289,1172
1990,25025061202,"Census Tract 612.02",,,
1990,25025061203,"Census Tract 612.03",469,82,387
1990,25025061204,"Census Tract 612.04",90,16,74
1990,25025070102,"Census Tract 701.02",830,288,542
1990,25025070103,"Census Tract 701.03",58,20,38
1990,25025070104,"Census Tract 701.04",315,109,206
1990,25025070201,"Census Tract 702.01",1093,312,781
1990,25025070202,"Census Tract 702.02",2659,810,1849
1990,25025070301,"Census Tract 703.01",2113,344,1769
1990,25025070302,"Census Tract 703.02",1303,212,1091
1990,25025070402,"Census Tract 704.02",1638,496,1142
1990,25025070501,"Census Tract 705.01",2061,419,1642
1990,25025070502,"Census Tract 705.02",3722,756,2966
1990,25025070600,"Census Tract 706",2348,107,2241
1990,25025070700,"Census Tract 707",2171,258,1913
1990,25025070801,"Census Tract 708.01",859,125,734
1990,25025070802,"Census Tract 708.02",2399,349,2050
1990,25025070901,"Census Tract 709.01",1059,213,846
1990,25025070902,"Census Tract 709.02",1786,359,1427
1990,25025071101,"Census Tract 711.01",2689,785,1904
1990,25025071201,"Census Tract 712.01",1485,865,620
1990,25025080100,"Census Tract 801",1872,564,1308
1990,25025080300,"Census Tract 803",2547,1226,1321
1990,25025080401,"Census Tract 804.01",2773,1266,1507
1990,25025080500,"Census Tract 805",3149,1111,2038
1990,25025080601,"Census Tract 806.01",1710,709,1001
1990,25025080801,"Census Tract 808.01",3441,1399,2042
1990,25025080900,"Census Tract 809",3149,789,2360
1990,25025081001,"Census Tract 810.01",4755,1142,3613
1990,25025081101,"Census Tract 811.01",925,118,807
1990,25025081102,"Census Tract 811.02",1939,265,1674
1990,25025081200,"Census Tract 812",3247,879,2368
1990,25025081301,"Census Tract 813.01",1832,756,1076
1990,25025081302,"Census Tract 813.02",2561,1057,1504
1990,25025081400,"Census Tract 814",2516,656,1860
1990,25025081500,"Census Tract 815",2160,567,1593
1990,25025081700,"Census Tract 817",3713,917,2796
1990,25025081800,"Census Tract 818",2881,647,2234
1990,25025081900,"Census Tract 819",3260,640,2620
1990,25025082000,"Census Tract 820",2940,725,2215
1990,25025082100,"Census Tract 821",4586,1439,3147
1990,25025090100,"Census Tract 901",4315,1018,3297
1990,25025090200,"Census Tract 902",2097,537,1560
1990,25025090300,"Census Tract 903",2849,944,1905
1990,25025090400,"Census Tract 904",2795,814,1981
1990,25025090600,"Census Tract 906",2032,682,1350
1990,25025090700,"Census Tract 907",4166,555,3611
1990,25025090901,"Census Tract 909.01",2194,713,1481
1990,25025091001,"Census Tract 910.01",2686,391,2295
1990,25025091100,"Census Tract 911",4704,650,4054
1990,25025091200,"Census Tract 912",3245,607,2638
1990,25025091300,"Census Tract 913",2455,775,1680
1990,25025091400,"Census Tract 914",2295,561,1734
1990,25025091500,"Census Tract 915",4429,1133,3296
1990,25025091600,"Census Tract 916",2877,593,2284
1990,25025091700,"Census Tract 917",3166,748,2418
1990,25025091800,"Census Tract 918",3452,598,2854
1990,25025091900,"Census Tract 919",4092,824,3268
1990,25025092000,"Census Tract 920",4894,1082,3812
1990,25025092101,"Census Tract 921.01",5730,839,4891
1990,25025092200,"Census Tract 922",3030,373,2657
1990,25025092300,"Census Tract 923",3479,838,2641
1990,25025092400,"Census Tract 924",5605,2037,3568
1990,25025100100,"Census Tract 1001",4573,1505,3068
1990,25025100200,"Census Tract 1002",2711,1161,1550
1990,25025100300,"Census Tract 1003",3617,707,2910
1990,25025100400,"Census Tract 1004",5214,561,4653
1990,25025100500,"Census Tract 1005",6034,1197,4837
1990,25025100601,"Census Tract 1006.01",5127,371,4756
1990,25025100603,"Census Tract 1006.03",1814,171,1643
1990,25025100700,"Census Tract 1007",4637,354,4283
1990,25025100800,"Census Tract 1008",5207,424,4783
1990,25025100900,"Census Tract 1009",3867,279,3588
1990,25025101001,"Census Tract 1010.01",6000,773,5227
1990,25025101002,"Census Tract 1010.02",5233,981,4252
1990,25025101101,"Census Tract 1011.01",3446,1004,2442
1990,25025101102,"Census Tract 1011.02",4720,1151,3569
1990,25025110104,"Census Tract 1101.04",2012,424,1588
1990,25025110105,"Census Tract 1101.05",2295,497,1798
1990,25025110106,"Census Tract 1101.06",1337,290,1047
1990,25025110201,"Census Tract 1102.01",1641,251,1390
1990,25025110301,"Census Tract 1103.01",2356,144,2212
1990,25025110401,"Census Tract 1104.01",3542,413,3129
1990,25025110403,"Census Tract 1104.03",4148,245,3903
1990,25025110501,"Census Tract 1105.01",3409,208,3201
1990,25025110502,"Census Tract 1105.02",3783,394,3389
1990,25025110601,"Census Tract 1106.01",2360,97,2263
1990,25025110607,"Census Tract 1106.07",4894,309,4585
1990,25025120103,"Census Tract 1201.03",1526,191,1335
1990,25025120104,"Census Tract 1201.04",2283,285,1998
1990,25025120105,"Census Tract 1201.05",2460,307,2153
1990,25025120201,"Census Tract 1202.01",3874,598,3276
1990,25025120301,"Census Tract 1203.01",5059,1352,3707
1990,25025120400,"Census Tract 1204",5523,540,4983
1990,25025120500,"Census Tract 1205",2482,708,1774
1990,25025120600,"Census Tract 1206",2501,316,2185
1990,25025120700,"Census Tract 1207",2099,281,1818
1990,25025130101,"Census Tract 1301.01",5700,192,5508
1990,25025130200,"Census Tract 1302",4860,121,4739
1990,25025130300,"Census Tract 1303",4647,191,4456
1990,25025130402,"Census Tract 1304.02",4903,401,4502
1990,25025130404,"Census Tract 1304.04",2460,161,2299
1990,25025130406,"Census Tract 1304.06",4193,274,3919
1990,25025140102,"Census Tract 1401.02",4030,242,3788
1990,25025140105,"Census Tract 1401.05",3374,261,3113
1990,25025140106,"Census Tract 1401.06",2179,168,2011
1990,25025140107,"Census Tract 1401.07",2484,192,2292
1990,25025140201,"Census Tract 1402.01",1984,146,1838
1990,25025140202,"Census Tract 1402.02",5232,386,4846
1990,25025140300,"Census Tract 1403",5321,621,4700
1990,25025140400,"Census Tract 1404",7585,406,7179
1990,25025980300,"Census Tract 9803",,,
1990,25025980700,"Census Tract 9807",,,
1990,25025980900,"Census Tract 9809",,,
1990,25025981000,"Census Tract 9810",,,
1990,25025981100,"Census Tract 9811",15,10,5
1990,25025981201,"Census Tract 9812.01",,,
1990,25025981202,"Census Tract 9812.02",,,
1990,25025981300,"Census Tract 9813",,,
1990,25025981501,"Census Tract 9815.01",,,
1990,25025981502,"Census Tract 9815.02",,,
1990,25025981600,"Census Tract 9816",,,
1990,25025981700,"Census Tract 9817",,,
1990,25025981800,"Census Tract 9818",,,
1990,25025981900,"Census Tract 9819",,,
2000,25025000101,"Census Tract 1.01",1767,238,1529
2000,25025000102,"Census Tract 1.02",2162,291,1871
2000,25025000201,"Census Tract 2.01",3875,337,3538
2000,25025000202,"Census Tract 2.02",3920,478,3442
2000,25025000301,"Census Tract 3.01",2671,240,2431
2000,25025000302,"Census Tract 3.02",3036,169,2867
2000,25025000401,"Census Tract 4.01",5868,1276,4592
2000,25025000402,"Census Tract 4.02",3303,674,2629
2000,25025000502,"Census Tract 5.02",3076,727,2349
2000,25025000503,"Census Tract 5.03",2612,625,1987
2000,25025000505,"Census Tract 5.05",2054,491,1563
2000,25025000506,"Census Tract 5.06",2790,667,2123
2000,25025000601,"Census Tract 6.01",3353,534,2819
2000,25025000603,"Census Tract 6.03",2127,915,1212
2000,25025000604,"Census Tract 6.04",2561,1101,1460
2000,25025000701,"Census Tract 7.01",4643,1246,3397
2000,25025000703,"Census Tract 7.03",2451,788,1663
2000,25025000704,"Census Tract 7.04",4907,1578,3329
2000,25025000804,"Census Tract 8.04",3422,1122,2300
2000,25025000805,"Census Tract 8.05",4262,1397,2865
2000,25025000806,"Census Tract 8.06",666,179,487
2000,25025000807,"Census Tract 8.07",661,178,483
2000,25025010103,"Census Tract 101.03",721,412,309
2000,25025010104,"Census Tract 101.04",2803,647,2156
2000,25025010204,"Census Tract 102.04",2223,1060,1163
2000,25025010205,"Census Tract 102.05",2419,651,1768
2000,25025010206,"Census Tract 102.06",1581,428,1153
2000,25025010300,"Census Tract 103",1492,857,635
2000,25025010403,"Census Tract 104.03",2080,781,1299
2000,25025010404,"Census Tract 104.04",4559,1712,2847
2000,25025010405,"Census Tract 104.05",1659,648,1011
2000,25025010408,"Census Tract 104.08",1329,358,971
2000,25025010500,"Census Tract 105",2407,632,1775
2000,25025010600,"Census Tract 106",2396,230,2166
2000,25025010701,"Census Tract 107.01",2153,146,2007
2000,25025010702,"Census Tract 107.02",2465,168,2297
2000,25025010801,"Census Tract 108.01",2709,208,2501
2000,25025010802,"Census Tract 108.02",2666,205,2461
2000,25025020101,"Census Tract 201.01",4157,173,3984
2000,25025020200,"Census Tract 202",3553,417,3136
2000,25025020301,"Census Tract 203.01",1604,178,1426
2000,25025020302,"Census Tract 203.02",1056,117,939
2000,25025020304,"Census Tract 203.04",116,13,103
2000,25025020305,"Census Tract 203.05",2239,248,1991
2000,25025030100,"Census Tract 301",1941,152,1789
2000,25025030200,"Census Tract 302",1556,138,1418
2000,25025030301,"Census Tract 303.01",1093,153,940
2000,25025030302,"Census Tract 303.02",1300,182,1118
2000,25025030400,"Census Tract 304",3552,433,3119
2000,25025030500,"Census Tract 305",2257,118,2139
2000,25025040100,"Census Tract 401",1873,110,1763
2000,25025040200,"Census Tract 402",1620,447,1173
2000,25025040300,"Census Tract 403",3845,417,3428
2000,25025040401,"Census Tract 404.01",2137,357,1780
2000,25025040600,"Census Tract 406",2062,114,1948
2000,25025040801,"Census Tract 408.01",3648,1213,2435
2000,25025050101,"Census Tract 501.01",4587,952,3635
2000,25025050200,"Census Tract 502",4858,980,3878
2000,25025050300,"Census Tract 503",2314,1065,1249
2000,25025050400,"Census Tract 504",2499,358,2141
2000,25025050500,"Census Tract 505",1733,267,1466
2000,25025050600,"Census Tract 506",2238,383,1855
2000,25025050700,"Census Tract 507",4009,731,3278
2000,25025050901,"Census Tract 509.01",3665,724,2941
2000,25025051000,"Census Tract 510",3930,731,3199
2000,25025051101,"Census Tract 511.01",5619,868,4751
2000,25025051200,"Census Tract 512",2608,377,2231
2000,25025060101,"Census Tract 601.01",2998,126,2872
2000,25025060200,"Census Tract 602",2050,138,1912
2000,25025060301,"Census Tract 603.01",3077,220,2857
2000,25025060400,"Census Tract 604",4580,347,4233
2000,25025060501,"Census Tract 605.01",3162,225,2937
2000,25025060601,"Census Tract 606.01",883,61,822
2000,25025060602,"Census Tract 606.02",56,4,52
2000,25025060603,"Census Tract 606.03",,,
2000,25025060604,"Census Tract 606.04",245,17,228
2000,25025060700,"Census Tract 607",1543,720,823
2000,25025060800,"Census Tract 608",3811,504,3307
2000,25025061000,"Census Tract 610",3058,1457,1601
2000,25025061101,"Census Tract 611.01",1968,920,1048
2000,25025061201,"Census Tract 612.01",1505,257,1248
2000,25025061202,"Census Tract 612.02",,,
2000,25025061203,"Census Tract 612.03",393,67,326
2000,25025061204,"Census Tract 612.04",78,13,65
2000,25025070102,"Census Tract 701.02",1423,489,934
2000,25025070103,"Census Tract 701.03",,,
2000,25025070104,"Census Tract 701.04",660,208,452
2000,25025070201,"Census Tract 702.01",1539,540,999
2000,25025070202,"Census Tract 702.02",2425,846,1579
2000,25025070301,"Census Tract 703.01",2080,277,1803
2000,25025070302,"Census Tract 703.02",1476,197,1279
2000,25025070402,"Census Tract 704.02",1729,718,1011
2000,25025070501,"Census Tract 705.01",1955,428,1527
2000,25025070502,"Census Tract 705.02",3465,759,2706
2000,25025070600,"Census Tract 706",2193,200,1993
2000,25025070700,"Census Tract 707",2238,260,1978
2000,25025070801,"Census Tract 708.01",1006,181,825
2000,25025070802,"Census Tract 708.02",2579,465,2114
2000,25025070901,"Census Tract 709.01",922,248,674
2000,25025070902,"Census Tract 709.02",1943,522,1421
2000,25025071101,"Census Tract 711.01",2971,806,2165
2000,25025071201,"Census Tract 712.01",1343,554,789
2000,25025080100,"Census Tract 801",1827,545,1282
2000,25025080300,"Census Tract 803",1633,486,1147
2000,25025080401,"Census Tract 804.01",2194,801,1393
2000,25025080500,"Census Tract 805",2394,954,1440
2000,25025080601,"Census Tract 806.01",2344,908,1436
2000,25025080801,"Census Tract 808.01",1573,678,895
2000,25025080900,"Census Tract 809",3580,1378,2202
2000,25025081001,"Census Tract 810.01",4931,1668,3263
2000,25025081101,"Census Tract 811.01",915,186,729
2000,25025081102,"Census Tract 811.02",2071,422,1649
2000,25025081200,"Census Tract 812",2889,1221,1668
2000,25025081301,"Census Tract 813.01",1831,558,1273
2000,25025081302,"Census Tract 813.02",2253,687,1566
2000,25025081400,"Census Tract 814",2505,439,2066
2000,25025081500,"Census Tract 815",1545,223,1322
2000,25025081700,"Census Tract 817",3683,956,2727
2000,25025081800,"Census Tract 818",2802,750,2052
2000,25025081900,"Census Tract 819",3163,387,2776
2000,25025082000,"Census Tract 820",2794,858,1936
